emotion_label,processed_text,encoded_label
confused,me in scrum meeting: em aduguthunaruraa ayyaaaaa,8
surprised,sir: slips teesukuni raasukondiraa,3
surprised,students: memu slips pettamu sir,3
surprised,sir: aa maatram bhayam undaali,3
surprised,chinna pillal ra meeru ,3
surprised,intha mandini chusara mi lanti vallani na career lo ,3
angry,childhood me playing karramasu with my ooruuu frnds,2
angry,senior commenting some random girl: hey cutie!,2
angry,me: thatateestha neeku,2
angry,theeta me who felt like a hero: ammayilatho behave chesedhi ilanena,2
surprised,"entra mawa ala koduthundi, danne ala kodthe",3
surprised,nannu aithe egaresi mari koduthundhemo,3
heroism,me when uncle bought me new gun during diwali season ,5
angry,"in childhood, when my sister tore my notebook, my reaction:",2
angry,"eme, nenu kastapadi ratripagalu, notes raasthey. okka dhebbatho chimputhaava. champuthaa",2
happy,small kid me looking at the cartoon channels be like:,0
angry,motham ni valle,2
angry,dinike ila feel aithe ela bava ,2
angry,nannu enduku vadilesi vellav ra ,2
angry,nena vadilesindhi,2
wonder,"naaku naranarallo motham dooley. oka saari maatldaithey, inko saari maatladadaniki nuvvu migalav",7
wonder,"me giving warning to senior: choodu bhayya, neeku noru maatramey doola anukunta",7
neutral,my friend when he randomly saw in movie theatre: rey ajamuuu elaa unnav raaaa,4
neutral,me: veedenti ila thagulkunnadu,4
surprised,appatlo raktalu chindincham ,3
surprised,nikem telusu ra miru antha chinna pillalu,3
surprised,ra twaraga,3
surprised,ma amma ila thupalloki vellodu ani annaru andi,3
heroism,vaadu apatlone 2 fulls esi straight ga nadavagalige vaadu ,5
happy,haa,0
happy,rey kalyan,0
happy,i love you raa,0
wonder,miru aithe chimpesaru guruvu garu,7
surprised,entra malli vacchav ,3
sad,"niku emiana mental aa, nenu pregnant enti ",9
sad,rey nuv pregnant ra ,9
happy,me by mistake edhayina exam pass ayipoyinappudu ,0
wonder,me in dreams thinking that i am avenger ,7
neutral,me: eedu veedi over action..mukka radu kani,4
neutral,my friend trying to cover during presentation,4
neutral,"nenem cheyale nuv oruvelte, vellaku ",4
neutral,rey nen ooru veltunna 1 week ranu ,4
happy,childhood me with my relatives: naa dress ela undhi babaiiiii,0
sad,me: 200 bokka,9
sad,me spending money to watch flop movie in theatre,9
disgust,my swathimuthyam frnd: chaa ala thappuga matladaku,1
disgust,me: thuu edhava waste nuvvu,1
disgust,me: eraa mowaa mundhu unna ammayi bavundhi kadhaaaa,1
confused,sitting ki ,8
confused,mawa ekkadiki veltunnar ra ,8
sad,entha kastapadi rasano chitti ni  ,9
sad,"kani, ee question matram raledu",9
sad,chi na daridaram tagaleyya,9
surprised,my brother: adentra annayya indhaka emo enti eedu daridranga unnadu annav!,3
surprised,me with my foreign return friend: orey foreign velli acham hero laa ayyav ra ,3
neutral,"champestha, nee kodukuni",4
neutral,"my mother to my sister: ee saari rakshi pandakki, annayya intiki raadu anta. rakshi post lo pampamannaduy",4
neutral,my sister: rakhi ki rakapoyina parledhu. kaani naaku 1000/- kanna takkuva isthey,4
heroism,another friend: ninna naaku vaadu exam baaga raayledhu ani cheppadu,5
heroism,"my fried giving elevation about me: 
vaadu bayataki vacchi, rey nenu exam baaga raayaledhu ani chepthey, vaadey class topper",5
heroism,my friend: choosuko vaadey topper inka,5
happy,auto anna and inter nibbi veshalu,0
surprised,she: abba veedu ledu neat ga chill avudham lekapothe nasa pettesthadu,3
surprised,me: ela undhoo ento,3
surprised,me randomly walking in rain: ma paapa em chesthundhoo ento,3
angry,in childhood when my dad caught me while taking money from his pocket,2
surprised,my dad with shop uncle after passing all exams: maa abbayi osthunadu vaadiki em kavalante adhi icheyandii,3
surprised,me: enti daddy nuvvena ila andhi. lekapothe naku emanna kala ochindha?,3
happy,me praising my girl for no reason: isn't she pretty...,0
happy,yes she is beautiful,0
fearful,me theeta pani chesi dorikipoyina moment ,6
sad,vadi peru gurthu vastene mudostunnadu,9
angry,"in childhood, in exhibition trying to enter the ghosts house",2
neutral,me hitting my friend for no reason: ninnu koduthunte bale untadhiraa naaku,4
neutral,my friend: pedha psycho gadiviraaa nuvvu,4
neutral,ninnu koduthunte bale untadhiraa naaku,4
wonder,me after my friend completing whole series in one night: dhandam raa dhoota neeku,7
angry,cutting all the relations which are toxic be like:,2
angry,me after settling in life : ,2
heroism,my friend after fight: neeku undhiraaa,5
heroism,me: aeee neeku ledhaaaa!,5
neutral,me: na valla kadhu mummy eee hostel lo,4
neutral,crying me while saying my kastalu to mom,4
neutral,me from hostel warden phn: mummy nenu chinna ni,4
neutral,warden: pandilaaaa unnav nuvu edusthav entraaa,4
neutral,frustrated me: nee thokkalo phn naakem odhu teesko nuvve ,4
angry,chi endukura nuv asalu,2
angry,arey vadu nikosam vaste nuv ela chesav entra ,2
wonder,"my friend on saturday: temple ki velthey aa bhajana, aa devudu aa bhakthi",7
wonder,"adhey pub ki velthey, aa worst poga, aa chetha dance lu, aa worst drink, chi chi chi",7
wonder,pub key podhaam,7
heroism,"me: haa thinnnanlee, meeru vellandi ",5
surprised,"edi kaade, ni kosam inthala premistunte",3
surprised,adi kadu andi ,3
wonder,my friend after getting a gf: arey entra daniki antha balupu,7
wonder,ayna dabbulu kosame ga mawa ,7
wonder,avun ra idi ela marchipoya,7
wonder,ela chitika esthe anni chesi pettali anta,7
sad,em undhi ika ,9
sad,nannu eroodini chesaru kadara,9
heroism,me: mowaa nenu hero ayitharaaa!,5
heroism,my frnd: poyi mokam adhamlo chuskooo,5
heroism,me: em mowaa antha maata annav,5
angry,ni gundello mawa,2
angry,my friend calling me : ekkada unnav ra ,2
heroism,evaru sir me college pedda thita gadu,5
heroism,me: naa friend gadu..erriflower,5
neutral,le my thata(who has 69 affairs): adi chana pedda katha sami,4
neutral,me to my thata: thata manaki 100 acre la polam vundedi anta ela poyindi,4
neutral,medakaya sir ,4
neutral,em kaya ra ,4
neutral,sir mi kaya pattesindhi  ,4
disgust,apandraa babu meeku dandam pedatha!,1
disgust,me when someone giving unnecessary hype to me,1
angry,my frnd: seniors room esi savakottesaru mowaaa!,2
angry,me: inko naalugu ekkuva veyalsindhi mowaaa ,2
angry,me: emayindhira mowa face ala pettav ,2
happy,my sister: naaku ivaani vennatho pettina vidya daddy!,0
happy,dad: ayithe repati nunchi vanta antha nuvve chesey,0
happy,dad: intlo vallandharu ila randi. chudandi papa entha baa cook chesindhoo,0
neutral,mom: eraaa thagesi ochava?,4
neutral,thagesi ochina me: ledhu momsss nijamga thagaaaaa..ledhuu..,4
neutral,me: kavalante nee meedha oottuuu,4
angry,my frnd: mowaa aah pakka cls sai gadu baa ekkuva chesthunaduraaa,2
angry,my frnd entra ala silent ga untav antha cheppina,2
angry,me: already kotting ichesa mowa nenu indhake vadiki ,2
heroism,my smoking cigarette when no body in his home,5
disgust,enno anukunna,1
disgust,nenu kanisam,1
disgust,enno kalalu kanna,1
disgust,ee entuka tho kuda samanam ani pinchat ledu,1
neutral,my friend in different getups for chicken in hostel,4
neutral,me to friends: party istha padandiraaa veldham,4
happy,me literally whole day: when a girl gives eye contact for 2 sec,0
sad,me telling all my kastalu with hr during interview,9
neutral,"me after getting job in software industry, with enjoyment",4
angry,mee giving lecture to my chedipoyina frnd ,2
neutral,just ninnu thitnana anthena ,4
neutral,my friend after realizing what he did after he drunk: arey nenem chesta ra ,4
happy,guruji you are great bless me ,0
neutral,me: mummy idhigo naa progress report,4
neutral,childhood me waiting to show my progress card to mom,4
neutral,my brother: ori durmarguda ippudu naa marks chusthe sampestharu nannu intlo,4
neutral,"me: yes, mummy eesari top chesa cls lo",4
happy,his reaction:,0
happy,when i ask my friend to return the money i gave,0
happy,me: evaru nuvvu intha excitement feel avuthunav new joinee aah?,0
happy,she: avnu andhuke ,0
happy,"hero: velthanu sir, untaanu sir",0
happy,hero: naaku class ki time ayyindhi sir,0
surprised,when my friend opened slips after 30 minutes of exam starts,3
surprised,"then squad came. 
his reaction",3
angry,me ordering my brother to write my records:,2
angry,evening kalla rasi ichey chocolate konista neeku,2
angry,dairymilk silk ,2
angry,me: nuvvu techedaka ila pattukuni kurchonaaa?,2
angry,me with my wife: cup techav saucer edhi? ,2
angry,wife: ayyoo marchipoya andi,2
angry,me with my frnd after fight: neeku undhiraaaa!,2
confused,my frnd: rey mowaa phn fast gaa iyyara,8
confused,me in school hostel: hello mummy eppudu osthav,8
confused,frnd2: rey mowaa nenu matladali please reaaaa,8
confused,me: undara pleaseeee,8
confused,me: undanraa nayana maa amma ni rammani adukuntunna eeda undalenu nenu,8
happy,nice name ,0
happy,mi perenti ,0
happy,arjun reddy antaru andaru,0
surprised,andaru edo oka gift istunnaru ,3
surprised,ivi tesukelli ekkada nunchi teesado akkada pettey,3
surprised,rendu techhav yera,3
surprised,ante peddadhi ledani rendu chinnavi techha,3
surprised,"happy bithday, chi chi happy new year mavayya",3
surprised,edo okati icchedam ehe manay kadu ga,3
surprised,manam ivvaka pothe feel avuthadu malli,3
disgust,airtel users when they are calling to anyone: scam warning calls,1
surprised,spammer gadu call chesedu ani ma bammaki phone echina,3
surprised,bamma: vadiki chukallu chupisthundi..,3
fearful,"in the middle of movie: rey door open cheyyandra, nenu paari potha",6
fearful,my friend went to see double ismart movie in theatre,6
happy,me every time i see my girl in saree,0
heroism,me explaining juniors how to keep slips in exam,5
heroism,"evadiki telusu ra, nee dhagara watch undhi gaa choosuko",5
heroism,"maths sir: era paddhu, intha late gaa vacchav, time entha..?",5
heroism,my friend dance on college fest on stage,5
surprised,"when i visit my friends house after 20 years:
ikkada mahesh ?",3
surprised,"veedu inka maraleda, donganakoduku",3
surprised,ma nanna gare cheppandi,3
surprised,monnane pakkinti auty tho lechipoyadu,3
surprised,"nenu athani class mate ni, ekkadda unnadu?",3
neutral,when i didn't listen my mother's words,4
neutral,my mother: naa maata vinanatha peddodhivi ayipoyvaa. vellipo inti nunchi,4
neutral,my friend before exam night,4
neutral,bless me dady,4
neutral,ammoru daya,4
confused,me after seeing couples in the college canteen ,8
heroism,chemadalu teestha inko sari itu vacchav ante ,5
heroism,"era gelvadam ante, oorike anukunnava ",5
fearful,me: kani ammayi atu undhiii,6
fearful,sir: rey cls ituuuu,6
fearful,pakka cls ammayi: sir duster isthara,6
fearful,me: abbaa bale undhi,6
neutral,girlfriend: biryani kooda kavali,4
neutral,girlfriend: ice cream kavali naaku,4
neutral,me: mrng nunchi thintane unnav malli ippudu koodana!!,4
neutral,me: ekkadiki intha nighttime,4
neutral,my girlfriend to me: padha bayataki veldham,4
heroism,me discussing with my frnd about the girls ,5
heroism,my frnd: thuu maarav raa mowa nuvvu,5
neutral,nenu unna ne pedda yerroni,4
sad,"me requesting god: devudaa!!, 2025 lo aina naaku job vacchela choodu",9
angry,my friend: asalu ne valle match poyindhi repati nunchi raaku nuvvu,2
angry,me after match: orey ivela ninnu runout cheyakunda undalsindhiraaa,2
angry,my friend: bat tho kodatha ninnu,2
angry,when some one force me to eat card,2
happy,abbaaa naa gundee teesesko inkendhuku ,0
happy,mee after seeing my crush secretly ,0
disgust,me after seeing my sisters dance performance: chimpesav akkaaaa!,1
neutral,that one thita friend: girls hostel lo ki entry ledu ani ladies getup lo lopaliki velthunadu,4
surprised,me: repu ellundu leave kavali mam,3
surprised,me with teacher: mam sudden ga chusi heroine anukunna,3
surprised,me: acham trisha laa unnaru,3
surprised,mam: em kavalo cheppu,3
neutral,"me: loan teesukuntaa kaani, okka roopay kooda tirigi kattanu, okay nate naaku oka 1 cr ivvandi",4
neutral,"customer care: sir, we are calling from icici bank, meeku amina loan kaavala",4
heroism,me in pub after drinking when i see a cute girl,5
angry,chapri after drink string be like: nene topu......,2
disgust,me: amma kottindhii nenu intlo undanu inkaaa,1
disgust,dad: eraa ekkadiki velthunav,1
neutral,oka doubt vacchindhi sir,4
neutral,entra ippudu vacchav,4
neutral,"when a student goes to maths sir house for doubt,
then maths sir",4
angry,roju chadiivi top chese nuvvu ekkada,2
angry,both are not same,2
angry,me with my topper frnd: em chadavakunda pass ayee memu ekkada,2
neutral,my friend: nuv agara nenu chepthuna kada,4
neutral,me: vallu adigindi adi kadu,4
neutral,my friend telling nonsense during presentation when someone ask a doubt,4
neutral,"me to my mind: ee roju nunchi choodu, social media pakkana petti career meedha focus chestha",4
neutral,me: scrolling instagram,4
sad,appude bagunde dhi,9
sad,"chi diniyamma, em bathuku ayyindhi ra nadhi ",9
heroism,me in childhood with a stick in my hand: identoo telusa?,5
heroism,naa ayudham i am a super hero,5
angry,evadra na peru chepndhi,2
angry,nene,2
confused,when my friend made me join in rod institute,8
disgust,me: paapa time entha?,1
disgust,my frnd: thuu edhava ninnu encourage chesi bokkaaaa,1
disgust,my frnd forcing me to talk with my crush: rey matladu matladu,1
angry,me in clg fight: evadu osthado rammanu esesthaaa ,2
angry,naaku mamidikay ivvakapothe nee anthu telusthaaa,2
angry,me in childhood during summer: osey mamidi chettuuu,2
heroism,friend: rey neeku asalu bayam leda ra,5
heroism,someone: evdra vadu,5
heroism,me who coming out of principle room after arguing,5
wonder,my friend after drinking 1 peg be like:,7
wonder,"ra ra, nuv ra ra chuskundam, ippudu ra ra ",7
surprised,ela vadutunnav ra ,3
surprised,asalu em kanipistha ledu,3
surprised,me when i take my friends phone: arey entra idi,3
disgust,addanga na friend ki dorikinappudu: vediki dorikanu enti ,1
neutral,me: naa talent ento teliyadhuraa meeku,4
neutral,me to my assistant while watching movie: aaah movie lo nenu act cheyalsindhira acting champesevadini,4
neutral,my assistant: jokes veyakandi sir,4
neutral,my friend after i pass and he fails in the exam be like: ,4
neutral,"eedenti ila unnadu, rey poyindha aa pilla ",4
neutral,nidhi nora inkemaina na ,4
surprised,bill after drinking in posh pub: rey entra edi jntu question paper la undhi,3
sad,frnd 2: baa ayindhi edhavakiii ,9
sad,frnd 1: manam kooda seniors avutham urko mowaa ,9
sad,my frnd: urko mowaaaaa,9
sad,me: eheee elluu nuvvvuuu,9
sad,me: aaah seniors nannu chithakottaru mowaaa ,9
heroism,"rey, odeyvallu andharu ilaagey chepthaaru raa",5
heroism,"avunu raa, ivala nenu odipoyaanu, kaani edho roju nuvvu odipothaav",5
sad,my frnd after drinking when we say neeku dance radhuraa ,9
wonder,me after told my love story to my friend,7
wonder,"nee love story baagundhi raa, ilaagey ammailanu love cheyyali",7
angry,me to that one toxic relative,2
angry,"chandaalu kadhu sir, memu mee old students",2
angry,"when old students meet their teachers: hey, evarayya meeru. chandalaki tarwatha randi",2
angry,teachers: old students haa,2
sad,me on saturday ,9
sad,me on sunday night,9
sad,me on sunday mrng ,9
angry,my friend to lecturer: sir meeru anii thappe chepthunaru meekem radhu sir,2
angry,me: baane cover cheyadaniki try chesthunaduga buddodu,2
angry,lecturer: meelo evarnnna identify chestharo ledhoo ani kavalane thappu cheppa ,2
confused,teamlead taking all the lead (who did all most nothing),8
confused,team members reaction be like: ,8
confused,when ceo ask abt project,8
heroism,old hero's entry scenes in tollywood,5
heroism,"me going to the relatives function, after getting a high package job",5
wonder,principle: nenu ela nammedhiiii,7
wonder,me: sie nenu nijmagane copy kottaledhu sarrr,7
wonder,invigilator: nammakandi sir vaadini,7
wonder,me telling about my friend:,7
wonder,"aado pedha katraj raa, a abbayini vadaldhu",7
happy,friend: xyz company thamudu (startup company),0
happy,eedu na friend uu pedha vedhava kani job undi,0
happy,me: avuna andi aa company,0
happy,me: great andi babu meeru..,0
neutral,job kosam hr deggara natinche kastalu be like:,4
surprised,babai aa ammayi emundhi,3
surprised,em undhi ra aa ammayi lo,3
disgust,ninnu nuvvu chepputho kottukovadam lantidhi,1
disgust,arey vadi tho unte entha daridamante,1
confused,rey bandoda ,8
confused,vastunna agu,8
confused,endhuku ra niku antha kullu,8
wonder,"mawa kotha phone ra, selfie digudham",7
neutral,her dad: raa alludu intiki velli matladukundhammm,4
neutral,me: naaku government job undhi unclee!,4
neutral,my girlfriend dad: nuuvv entha adigina mee pelliki memu oppukomuu,4
surprised,when others ask room pedda to do some work,3
surprised,chesindhi motham marchipyara,3
surprised,entra nenu ippudu pan cheyalna,3
surprised,"haa, cheyal sinde",3
angry,"preeti vadini enduku pilustunnav, come inside ",2
angry,arjun aagu arjun chepindi vinu arjun ,2
angry,mundu dinni kottali,2
surprised,me when my us friends call me,3
angry,mom: entandi vadini thinetappudu thidatharu papam thinakunda vellipothunadu,2
angry,dad: parledhu intlo konchem food ayina migilidhi lekapothe motham vaade thinesthunadu,2
sad,when friend gets good marks than us ,9
sad,nammakudadhu ra donganayal ni ,9
fearful,when i am going to meet a beautiful girl,6
surprised,ee pushpa gaadu cheppina maata cheyyaka pothey ,3
surprised,"aadi paanam poinattey anna, gurthu pettukoo..",3
neutral,basti me saval ,4
neutral,collge mottam tirugutha ,4
neutral,"nuv goal kodte, nenu battal ippi ",4
neutral,niku dammunte goal kotra ,4
fearful,ni pellam lechipoyidhi bush,6
fearful,om bhim bush ,6
neutral,mee intiki ochii kodatha,4
neutral,me giving warning to my friend after calling me bot:,4
neutral,repati nunchi nannu bot annavo,4
surprised,edi inko sari anu ,3
surprised,aa nenu annanu nuv kodtav,3
wonder,"me meeting my school friend after 10 years, and he is trying to introduce him self",7
wonder,me: evaru sir meeru,7
happy,"doctor to nurse: after hospital timings, come to cabin",0
happy,when you know your crush have feelings on you too,0
confused,entidhi edhedho undhi!,8
confused,my female friend opening book before night of exam ,8
disgust,me in the office after working continuously ,1
surprised,sare idigo teesuko,3
surprised,entha sepu chustavae alaga ,3
heroism,me: meerante naaku istma,5
heroism,me: meeru em anukonu ante okati cheptha ,5
heroism,my crush: naaku telusu adhi,5
heroism,me in dream: meeru bale andhamga untaru,5
heroism,my crush: cheppu cheppu,5
heroism,her: naaku kooda (with sigguuu),5
heroism,meanwhile gaaliloki vellipoyina me in dreams ,5
angry,my friend: once i step in history repeats!,2
angry,me with my frnd: dammunte room adadham raara,2
angry,me: ayithe room ki rara,2
angry,me: evadu chesthadoo chusukkundham nuv raa,2
angry,my friend: osthunna undara game delete chesthav,2
angry,my friend: 0 lo petti kottestha ninnu,2
disgust,me in traffic: ndhuku oo horn kodatharu sense ledha meeku,1
disgust,random guy: enti bhayya naa istam neekenti,1
angry,career: era nannu pattinchukovaa,2
angry,when i open instagram in my phone,2
disgust,my reaction be like pora pumka,1
disgust,that vegetarian friend telling me nethulu to not eat non-veg,1
happy,me while talking with my mardhal in phone call,0
heroism,different getups of my friends on college  fest ,5
surprised,me after seeing drinking coffee in starbucks ,3
angry,"my friend moods, in different times",2
disgust,neeku asalu siggu undha?,1
disgust,my sister with me: eraa waste fellow,1
disgust,me: alantivi em lev akka naaku,1
sad,my muslim after katna cermony: era kosesara,9
sad,ledu  ra inkosari koyalanta,9
sad,hr: isthe em chesthaventiii,9
sad,oke okkatiii,9
sad,me: company ni ekkadiko teeskellipothaaa,9
sad,me: oka oka job ivvandi sir nenentoo chupisthaa,9
angry,me: maa vaadu apadu kabatti brathikipoyav lekapothenaaaa!,2
angry,jl: em radhu kani hadavidi matram chesthav,2
angry,me: neeku ocha neeku ocha,2
heroism,hero: nee station lo constable ni anukunnava,5
heroism,police: nuvvu twaralo encounter lo pothaav,5
neutral,"when student corrects the maths teacher sum, his reaction: ",4
sad,em ledu bro ma chelli snacks motham thinesa ani ma amma degariki velli chepthundi,9
fearful,dad: with leather belt,6
fearful,me: promise ga nanna aa videos anto naku telidu,6
fearful,dad after finding my saved videos,6
wonder,sir na gurinchi cheppandi sir,7
wonder,nanu antha pogada kandi ma vaalla mundhu,7
wonder,kamaksi rayara ante comma petti kshi ani rasadu,7
wonder,"asalu em cheppal ra, aa mokka chettu aindhi kani nuvvu matram good bye cheppatledu college ki",7
wonder,nannu emaiana annavante school mottam cheppestha,7
wonder,me after finding that affair of that teacher: nee vishayam naku telisindhi le ,7
wonder,"meeru baagunnara ante, meeru naa baabai. devudicchina babai",7
wonder,"maa amma nanna kooda baagu padara annaru kaaani, baagunnava ani analedhu",7
neutral,when my friend come back from goa with bottles,4
fearful,when squad is coming to check:,6
fearful,my friend whistles,6
wonder,box tekunda manchi pani chessanu,7
wonder,"my friend: ivala office lo party anta, ",7
heroism,"maths sir: rey, time enthaa",5
heroism,"student: evadiki telusoi, neeku watch undhi gaa, choosukoo",5
disgust,asalu barinchaleka pothunna,1
disgust,chi vidi overcation tagaleyya,1
happy,me eating food in relatives houseeee!,0
heroism,pilla vallaintiki poyi doriki poyina my friend ,5
heroism,ma veedhi lo unna pillalu na gurinchi elevation esthunaru na pakinti ammai ki,5
heroism,ala chesthe prathi okariki kinder joy epistha ani chepina,5
neutral,my dad: orey maa abbaye vaadu neeku alludu avuthadu,4
neutral,me: mahesh uncle,4
neutral,unlce: mahesh babu la manchi smart ga unnave,4
neutral,uncle in function: nee peru enti babu?,4
surprised,my friends: chacchipothaada veedu!!,3
surprised,ey ey teeyaku bombulu unnayanta lopala,3
surprised,agu bava teestanu,3
confused,after seeing my class girl face with out make up,8
angry,"me: neeku pelli ayyindha raa,",2
angry,girl: ledhu neeku,2
angry,"me: rendu saarlu ayyindhi, neelaaga extralu maatladithey, kosi padesaanu",2
neutral,sister: daddy thammudu call chesadu conference lo unnadu,4
neutral,dad: entanta edhava?,4
neutral,dad: konchem anna siggu undha vaadiki,4
neutral,sister: trip ki velthadu anta money kavalanta ,4
wonder,ye ra yama niyabba ,7
wonder,nuuvvu kanaka naku dorakali vongabetti tantha,7
wonder,asal nenu niku em paapam chesara niku asalu,7
wonder,"tinnama, padukunnama, tellarindhaa",7
neutral,frnd: ndhuku ee pathithu buildup lu,4
neutral,me: chi chi pandaga ani minimum basic sense kooda ledhuraa neeku,4
neutral,abba emanna undha ,4
neutral,my friend on festival day: eraa mowa beer esthava?,4
happy,"mahesh babu's reaction after doing 100 children heart operations, and look thier smile",0
neutral,"on saturday: ivala nenu non-veg tinanu, naaku veg curry chaalu",4
angry,wife: ayyoo nenu mee deggara ndhuku acting chestha andi,2
angry,me: baa pettinattu unnav ivela coffee smell bvaundhi,2
angry,"me: ee bhayam mundhu undali neeku, enti acting chesthunav",2
angry,wife: idhigondi coffeee,2
angry,wife: ayyoo marchipoya andi,2
angry,me: nuvvu ochedaka ila statue of liberty laa undamantava?,2
angry,wife: odhu andi idhigo techesa,2
angry,me when i got newly married: coffee okay saucer ekkada?,2
angry,me: velli snacks pattukuraa,2
disgust,me: green ,1
disgust,frustated me: deeniki nannu ndhuku aadagtam,1
angry,me giving warning to my bgmi friend:,2
angry,dammunte 1 vs 1 lo gelichi matladara,2
heroism,nenu epudu chepta unta ne em pani pata leniu vadu ani,5
heroism,ego veede vadu ,5
neutral,me trying to cover why my friend is absent to college,4
angry,vedi amma intha darunga undenti ,2
angry,vadi guddalu vudedaka punishment ivvandi ,2
neutral,my dad is telling about me infront of my lover,4
surprised,"anna, naku ye ammayi set kavatle ani dp marchi mari message send cheshna, nenu em vulgar ga matlada le just hi anna, block",3
surprised,"anavsa ranga gelikina vidini, inleka chastunna asalu",3
angry,me: mari naa pori ki line esthunav,2
angry,that girl: urukondi ala godava padakandi,2
angry,senior: neeku undhiraaa ,2
angry,senior with me in clg fight: entha balupu raa neeku,2
wonder,sweater esukondi ,7
wonder,90 enti full esedham ,7
wonder,chali iraga esesthundhi ra ,7
wonder,aina aagatledu ra ,7
wonder,aithe padandi konukoni vaddam,7
wonder,aithe 90 eyyandi,7
wonder,my mom with me after removing my beard and haircut: hero laa unnavra ,7
happy,me silently commenting on my lecturer: veedenti intha chesthunadu bulliga undi,0
happy,meanwhile my friend heard it and we both started laughing,0
angry,"on new year night:
chi veediki cheppi bokka",2
angry,tedu savadu,2
neutral,my acting when invisilator suddenly turn my side in examination,4
sad,siggu leda ra niku ,9
sad,when dad catches you at the wine shop: donga na kodaka ,9
angry,my friend near movie theatre when his favorite hero's movie got released ,2
heroism,veedu malli vacchad ra,5
heroism,i'm back ,5
happy,"when maths teacher absent on maths exam:
backbenchers reaction",0
disgust,"heroine: please pandu, nuvvu vellodhu",1
disgust,"hero: inkokka 24 hours, nannu criminal ani anuko",1
heroism,nene anukunte ,5
heroism,nakanna daridrudu tagiladu,5
sad,mom: nuvvu enniii natakalu esina daddy tho cheppestha nenuu,9
sad,"drink chesi intiki ochina me: sorry mummy daddy ki cheppaku sampestadu, kavalante ne kallu pattukunta",9
heroism,me and my friend in our btech convocation,5
neutral,pedha alludu reaction,4
neutral,"when newly married son-in-law came to house, and old son-in-law also came,",4
neutral,"mama: pedhalludu, nuvvu meda paina padukova,",4
angry,"my after to me: nenu dachukunna chocolate thinesthava, neeku undhiraa neku undhiiii",2
angry,nuv kopam control chesuko leva ,2
neutral,"me unable to eat that hostel food:
chi diniyamma food kuda baledu asalu",4
surprised,ee denti kottevadilia chustunnadu,3
surprised,vidini kanti chuputho bayapedham,3
disgust,arey em kavali ra niku ,1
disgust,aatma kada rasukovadaniki,1
disgust,nako basta pennulu paperlu kavali,1
disgust,talkay tintunnav madhi,1
heroism,ledhu naa dhagarey unnay,5
heroism,slips bayata padisaa anukunnav kadhaa,5
neutral,she : i don't like movies and cricket,4
happy,my dad: he is my son,0
happy,living legend ,0
neutral,my friend after doing gym 1st day,4
heroism,"3, 2, 1, game starts now!!",5
happy,childhood me: monna dasara ki maa ammamma konichindhi teacher,0
happy,teacher: ivelaa nee shirt bavundhiraaaa,0
disgust,my frnd behavior after drinking dull bottle,1
angry,potharu motham potharu,2
wonder,dad suddenly visited college: veediki chaduvukovadaniki paisal kattii bokkaa,7
wonder,me: njoying in clg ,7
disgust,anni subjects pass ayyav,1
disgust,ala ela ra okka roju college rakapoyna ,1
angry,actor me: eppudu chesav evadiki chesav ,2
angry,my frnd: naalugu vandhalu phn pay chesa raaa naaa urgent gaa kavali ivvu ,2
angry,me: naakem sambandham ledhu ,2
neutral,"student: ammo repatitho holidays aipothaayi, maths sums cheyyaledhu. sir em antaado",4
fearful,mama: esari amma variki bali echedi vallane,6
fearful,me: vellaki annam baga petti maypandi ra,6
fearful,thammudu: evaru vellu antha,6
fearful,mama: me nanna ni yedirinchina vallu,6
neutral,adhey macgiccu,4
neutral,"meeku subject raakapoyina, vacchinattu confidence ga maatladaali,",4
sad,my friends situation after his first hackathon like: ,9
sad,"rey em chestunarra, ela chestunnar ra mental vastundhi asalu",9
surprised,vidiyabba,3
surprised,"eedu manalni manchiga chusukodu gani, kukka ni chudu ela chuskuntunnado",3
surprised,me: teesko mowa idhi maa office teamamate number line chesko  ,3
surprised,my frnd: ndhuku mowa nenante intha frema neeku ,3
angry,me with my brother after watching wwe,2
surprised,me after new haircut,3
angry,my friend: em cheyaledhu siggu padi vachesa,2
angry,me: nee gurinchi antha hype icha nuvvu chesindhi idhenaaa,2
angry,friend ki date set set chesina me: eraaa velli em chesav?,2
angry,"on my birthday when i give a small chocolate, my maths teacher: ",2
angry,"era naaku chinna chocolate isthava, unit test lo nuvvu ela pass avuthavo choosthaanu raa",2
happy,friend who is ready for party,0
happy,me: nuvu enduku ready undavu ra,0
sad,me: idhigi teesko mowaa naa cls mate number neat ga line chesko,9
sad,me: entra face ala pettav ,9
sad,my frnd: nuvvu kooda relation ki vellipoyav mowa nene undipoyaaa,9
heroism,me dreaming about that i became chief minister ,5
surprised,nuv beard lo baguntav ,3
surprised,enty ala chustunnav ,3
disgust,my frnd: avnuuu corresttuuuu,1
disgust,me: eppudanna evarnna edhanna odhu annaru ante odhu ani ardham,1
disgust,me: adhe ammayi andhi ante asalu odhu ani ardham,1
heroism,"lekha pothey, 30, 40 criminals lechipothaaru",5
surprised,"sunil: em ledhu mavayya, vinamratha nunchi edho sound vasthundhi entaa ani choosthunna",3
surprised,chandra mohan: kodithey moham pagulthundhi vedhava,3
surprised,chandra mohan: entra em choosthunnav thina kunda,3
surprised,nakem teliyadu andi ,3
surprised,edo ac undhanege manam lopala kurchondi ani andi,3
