text,emotion_label
"Ikkada Skill unteney Jobs vasthaay, CGPA lu unte",surprised
"Aa visayanni maa nanna roju naku gurthu chestharu ley, Meeru cheppakarledhu",surprised
"Me: 10th class Results, Repu vidudhala, ",surprised
carrer meedha focus: Evaru ani aduguthaventi night ayindhiga andhuke nenu depression kalisi ocham,neutral
Me: Evaru nuvu?,neutral
depression during night: Hii,neutral
My friend after eating avakay pachadi ,disgust
His mom: Fafam manduthunattundhi!,disgust
na gurinchi nuv entha anna nenu padtha,heroism
kani na family degariki vasthe mathram vadhile prasakthe ledu,heroism
my night routine with my girlfriend on phone,happy
My friend in festive season,neutral
"namma caste, namma jathi, eda nunchi vachindhi idi asalu,",angry
"nenu, preeti kalisi unte oo bi product vachedi, oo baby vachedi, because of him, this baby will never see this face of the earth",angry
asal evadra vadu ,angry
arey ee pose lo tiyyi ra photo,wonder
sir mi antha talented ni ekkada chudaledu sir,wonder
enni bottles tagav ra ,surprised
ela oogutunnav ,surprised
rey mana srikanth gadu mi akkanu pelli chesukunedhi,happy
rey abadalu cheppadam manva ra ,happy
my friends expressions after drinking ,fearful
Being fair is not enough ,neutral
"Naa laaga face lo kala, glow undali",neutral
reey,neutral
rocky hai mera naam ,neutral
mere naam yaad rak ,neutral
Me: Ila unnaru entra mowaaa,confused
My frnd: emoo mowaa neekante ekkuva thagesa ,confused
Me after drinking: Rey mowa emayithundhiraaa naku,confused
"In Childhood, Me entering in the Classes",surprised
On New Year,surprised
Jobless me watching tv serial with mom: Next emayithadooo entoo,surprised
Naaa guess crct aee idher ayidhiii,surprised
Me dreaming in nights about my happy and settled future,wonder
My: Enti mowa ala antav ala dum vesthu matladukundham padha ,sad
Me: Chaduvukovalsina vayasula nannu thippi thippi pippi chesav ,sad
Me With my frnd: Ne vallee nenu ila ayipoyaraaaa,sad
10 years enti annaaa!!,neutral
Studying btech for 10 years ,neutral
Me telling juniors about my frnd: Veede naa frnd Ravi,neutral
"My bestie, explaining about his Boy Friend",neutral
My Expression,neutral
"My friend: Adhi kaadhu baby, Repu neeku surprise gifts plan chesaa, andhukey repu leave teesukuntunna",surprised
"His GF: Repu naaku gifts ivvakapo, appudu Neeku chepthaa",surprised
Me: Anthena?,confused
Me: Picha neeku emanna ,confused
chinna koduku: Ndhuku ala chepthav idharam kalisi padesam daddy,disgust
Dad: Evadra bandi padesindhiii,disgust
Pedhakoduku: Veede daddy nenu kadhu,disgust
Me: Ala anakandi daddy please daddy,angry
Dad after seeing results: Get out from my home ,angry
Dad: Inko maata matladithe book tho kodatha poo nuvvu,angry
"Me: Era Vallu slips pettaru kabbri pass ayyaru, Nenu own gaa rendu questions raasi Fail ayyina naaku ",neutral
Nenu own gaa rendu questions raasi Fail ayyina naaku Happy naa,neutral
nilanti vallanu devudu vadili pettadu ra ,angry
"After a fight,toxic bf be like: po bayatiki po",angry
asalu nuvvu vaddu naku ,angry
My Dad's Reaction,happy
"When I completed my Graduation, and Got Job in Campus Placements",happy
"Haa, haaaa, haaaaa(smilyy)",surprised
"My friend after studying continually for 8 hours, his reaction ",surprised
That one friend in group: Nenem cheyakapoyina eppudu nanne eskondiraa inkaaa,sad
Me after drinking: Esesthaaa aah manager gadini esesthaaaa ,disgust
Me seeing for my friend to help me in exam,neutral
Meanwhile lecturer saw me ,neutral
Vamoo veeditho ndhuku manaki ochindhi raasukundham,neutral
"Me: Restroom ekkado nannu aduguthaav enti, Nenemi Sulabh Complex nadapatledhu",neutral
Random Aunty: Thammudu ikkada Restrooms ekkada,neutral
Me with our CEO,wonder
Me with the management ,wonder
"Naa gurinchi nuvvu cheppi, nee gurinchi nenu telusukuni Race modalettaku",heroism
Endukante nenu runner ni kaadhu. Race Gurranni,heroism
rey  metla meedha oil padindhi tuduvu,wonder
evaru padesaru akkada ,wonder
vaade kavalani posadu nannu padeyadaniki,wonder
"Ala ani direct ga mokam meedha cheppesthava, sorryy bol!",angry
ECE Friend: Naaku telusu maa frnd andhamga undadhu ani,angry
arey nannu aadanivvandi ra ,confused
meme em cheyaleka pothunnam nuv em cheyagalav ra ,confused
"mi la kadu ra nenu, thopu ni ee aatallo ",confused
adudhu ra ,confused
ledante vacche exam lo chupincha,neutral
when all my friends pass after copying in my paper: nenu chupiste pass ayina vallu ra miru anta,neutral
na mundu tala dinchukoni undandi,neutral
cricket lo batting and bowling evvaledu ani vere team lo join aina,wonder
that other team captain: bangarapu player ki batting evvakunda uncharu,wonder
Me when some says i am cute ,happy
Me after listening my future plans: Abbooo pedha planning aeeee,wonder
My daridram: nuvvu happy ga unnav ani chudaleka vachesaaaa,sad
Me to my daridram: osey ochesava nuvu ,sad
My friend with his mamagaru: Mee ammayi pette torture ki poyela unna,sad
My frnd: Cool mowa cool!,sad
My friend: Asalu emanukuntundhi andi mee ammayi,sad
after fighting when mom sides with chinnodu: ne amma kadu ra na amma...,neutral
My sister shouting when I didn't eat that she Prepared,neutral
"Me entering in a Family function, in a Stylish way",heroism
Manalani evadraa aapedhi,heroism
amma: entra nannu okate maata antey urke undaleva,confused
me: ninnu oka maata andaniki kuda alochinchela chestha,confused
Aa visayam naaku ee madhye telsindhi,heroism
Aa Blood loney edho Magic undhi Sir,heroism
Me after two pegs of vodka ,disgust
"Politicians: Last Time Ilagey Annaru, Okka Seat maatramey iccharu. Adhi kooda naaku kaadhu",heroism
Me trying to concentrate on my work in office ,confused
My teammate: mEm chesthavle coffee ki vellodham padha ,confused
Me: Maa valla avvadhu adhi anthaaa,heroism
Class leader: Andharu  silent ga undali ,heroism
Class leader: Only nee okkadi peru istha anthe evaridhi ivvanu ,heroism
Mt frnd: Orey nayana nenu vinalekapothunna pakkaki velli matladukoo,heroism
Me: Nenu malli phn chestha undu darling konthamndhi disturb chesthunaru ikkada,heroism
Me: Hii baby! em chesthunav,heroism
na pilla meeda chey vasadu ani vadiki chey lekunda chesa,heroism
"Orey Aajamu, Lagetthu royy",happy
My Us mardhal: Baava oka maata!! ,wonder
when you like to admire her beauty (imagining whole life with her),happy
Me in my dream after watching wwe: Ila egaresi kottadam naa signature move laa pettukunta,happy
my friend doing over action with guitor infront of inter girls,surprised
nibbi 1: abba bale style ga unnadu kada,surprised
nibbi 2: nenu vadini pelli cheskunta ney,surprised
nene erripu*vu ni,confused
After knowing your friend is commited: vadu single kadhu mawa..,confused
okka ammayi number teleka poyaru,surprised
"surya gadu chudu, number tera inti number kuda techhadu",surprised
siggu undal ra ,surprised
nenu unna kada ra inkem kavali niku ,surprised
enduku ra nuv nannu ila edipistunnav ,surprised
me after seeing her in saree for the first time,happy
me going strainght to that senior,heroism
my friend: rey ekkadra vadu..vadi kosam seniors vethukuthunaru,heroism
Me in scrum meeting: Em aduguthunaruraa ayyaaaaa,confused
Sir: Slips teesukuni Raasukondiraa,surprised
Students: Memu slips pettamu Sir,surprised
Sir: Aa Maatram Bhayam undaali,surprised
chinna pillal ra meeru ,surprised
intha mandini chusara mi lanti vallani na career lo ,surprised
childhood me playing karramasu with my ooruuu frnds,angry
Senior commenting some random girl: Hey cutie!,angry
Me: Thatateestha neeku,angry
Theeta me who felt like a hero: Ammayilatho behave chesedhi ilanena,angry
"entra mawa ala koduthundi, danne ala kodthe",surprised
nannu aithe egaresi mari koduthundhemo,surprised
Me when uncle bought me new gun during diwali season ,heroism
"In childhood, When my sister tore my Notebook, My reaction:",angry
"Eme, Nenu kastapadi ratripagalu, Notes raasthey. Okka dhebbatho chimputhaava. Champuthaa",angry
small kid me looking at the cartoon channels be like:,happy
motham ni valle,angry
dinike ila feel aithe ela bava ,angry
nannu enduku vadilesi vellav ra ,angry
nena vadilesindhi,angry
"Naaku naranarallo Motham dooley. Oka saari maatldaithey, inko saari maatladadaniki nuvvu migalav",wonder
"Me giving warning to senior: Choodu bhayya, neeku noru maatramey doola anukunta",wonder
My friend when he randomly saw in movie theatre: Rey ajamuuu elaa unnav raaaa,neutral
Me: Veedenti ila thagulkunnadu,neutral
appatlo raktalu chindincham ,surprised
nikem telusu ra miru antha chinna pillalu,surprised
ra twaraga,surprised
ma amma ila thupalloki vellodu ani annaru andi,surprised
vaadu apatlone 2 fulls esi straight ga nadavagalige vaadu ,heroism
Haa,happy
rey Kalyan,happy
I love you raa,happy
miru aithe chimpesaru guruvu garu,wonder
entra malli vacchav ,surprised
"niku emiana mental aa, nenu pregnant enti ",sad
rey nuv pregnant ra ,sad
Me by mistake edhayina exam pass ayipoyinappudu ,happy
Me in dreams thinking that I am avenger ,wonder
me: eedu veedi over action..mukka radu kani,neutral
my friend trying to cover during presentation,neutral
"nenem cheyale nuv oruvelte, vellaku ",neutral
rey nen ooru veltunna 1 week ranu ,neutral
Childhood me with my relatives: Naa dress ela undhi babaiiiii,happy
Me: 200 bokka,sad
Me Spending Money to watch Flop Movie in Theatre,sad
My swathimuthyam frnd: Chaa ala thappuga matladaku,disgust
Me: Thuu edhava waste nuvvu,disgust
Me: Eraa mowaa mundhu unna ammayi bavundhi kadhaaaa,disgust
sitting ki ,confused
mawa ekkadiki veltunnar ra ,confused
entha kastapadi rasano chitti ni  ,sad
"kani, ee question matram raledu",sad
chi na daridaram tagaleyya,sad
My brother: Adentra annayya indhaka emo enti eedu daridranga unnadu annav!,surprised
Me with my foreign return friend: Orey foreign velli acham hero laa ayyav ra ,surprised
"Champestha, nee kodukuni",neutral
"My Mother to my Sister: Ee saari Rakshi pandakki, Annayya Intiki raadu anta. Rakshi Post lo pampamannaduy",neutral
My sister: Rakhi ki rakapoyina parledhu. Kaani naaku 1000/- kanna takkuva isthey,neutral
Another friend: Ninna naaku Vaadu Exam baaga raayledhu ani cheppadu,heroism
"My fried giving elevation about me: 
Vaadu Bayataki vacchi, rey nenu exam baaga raayaledhu ani chepthey, Vaadey class topper",heroism
My friend: Choosuko Vaadey topper inka,heroism
auto anna and inter nibbi veshalu,happy
She: Abba veedu ledu neat ga chill avudham lekapothe nasa pettesthadu,surprised
Me: Ela undhoo ento,surprised
Me randomly walking in rain: Ma paapa em chesthundhoo ento,surprised
in childhood when my dad caught me while taking money from his pocket,angry
My dad with shop uncle after passing all exams: Maa abbayi osthunadu vaadiki em kavalante adhi icheyandii,surprised
Me: Enti daddy nuvvena ila andhi. lekapothe naku emanna kala ochindha?,surprised
me praising my girl for no reason: isn't she pretty...,happy
yes she is beautiful,happy
Me theeta pani chesi dorikipoyina moment ,fearful
vadi peru gurthu vastene mudostunnadu,sad
"In childhood, In Exhibition trying to enter the Ghosts House",angry
Me hitting my friend for no reason: Ninnu koduthunte bale untadhiraa naaku,neutral
My friend: pedha psycho gadiviraaa nuvvu,neutral
Ninnu koduthunte bale untadhiraa naaku,neutral
Me after my friend completing whole series in one night: dhandam raa dhoota neeku,wonder
cutting all the relations which are toxic be like:,angry
me after settling in life : ,angry
My friend after fight: Neeku undhiraaa,heroism
Me: Aeee neeku ledhaaaa!,heroism
Me: Na valla kadhu mummy eee hostel lo,neutral
crying me while saying my kastalu to mom,neutral
Me from hostel warden phn: Mummy nenu chinna ni,neutral
Warden: Pandilaaaa unnav nuvu edusthav entraaa,neutral
Frustrated me: Nee thokkalo phn naakem odhu teesko nuvve ,neutral
chi endukura nuv asalu,angry
arey vadu nikosam vaste nuv ela chesav entra ,angry
"My friend on Saturday: Temple ki velthey aa bhajana, aa devudu aa bhakthi",wonder
"Adhey pub ki velthey, aa worst poga, Aa chetha dance lu, aa worst drink, chi chi chi",wonder
Pub key Podhaam,wonder
"Me: Haa thinnnanlee, meeru vellandi ",heroism
"edi kaade, ni kosam inthala premistunte",surprised
adi kadu andi ,surprised
my friend after getting a gf: arey entra daniki antha balupu,wonder
ayna dabbulu kosame ga mawa ,wonder
avun ra idi ela marchipoya,wonder
ela chitika esthe anni chesi pettali anta,wonder
em undhi ika ,sad
nannu eroodini chesaru kadara,sad
Me: Mowaa nenu hero ayitharaaa!,heroism
My frnd: Poyi mokam adhamlo chuskooo,heroism
Me: Em mowaa antha maata annav,heroism
ni gundello mawa,angry
my friend calling me : ekkada unnav ra ,angry
evaru sir me college pedda thita gadu,heroism
me: naa friend gadu..erriflower,heroism
le my thata(who has 69 affairs): Adi chana pedda katha sami,neutral
me to my thata: thata manaki 100 acre la polam vundedi anta ela poyindi,neutral
medakaya sir ,neutral
em kaya ra ,neutral
sir mi kaya pattesindhi  ,neutral
Apandraa babu meeku dandam pedatha!,disgust
Me when someone giving unnecessary hype to me,disgust
My frnd: Seniors room esi savakottesaru mowaaa!,angry
Me: Inko naalugu ekkuva veyalsindhi mowaaa ,angry
Me: Emayindhira mowa face ala pettav ,angry
My sister: Naaku ivaani vennatho pettina vidya daddy!,happy
dad: ayithe repati nunchi vanta antha nuvve chesey,happy
dad: Intlo vallandharu ila randi. chudandi papa entha baa cook chesindhoo,happy
Mom: Eraaa Thagesi ochava?,neutral
Thagesi ochina me: Ledhu momsss nijamga thagaaaaa..ledhuu..,neutral
Me: Kavalante nee meedha oottuuu,neutral
My frnd: Mowaa aah pakka cls sai gadu baa ekkuva chesthunaduraaa,angry
My frnd entra ala silent ga untav antha cheppina,angry
Me: Already kotting ichesa mowa nenu indhake vadiki ,angry
My smoking cigarette when no body in his home,heroism
enno anukunna,disgust
nenu kanisam,disgust
enno kalalu kanna,disgust
ee entuka tho kuda samanam ani pinchat ledu,disgust
My friend in Different Getups for Chicken in Hostel,neutral
Me to friends: Party istha padandiraaa veldham,neutral
me literally whole day: when a girl gives eye contact for 2 sec,happy
me telling all my kastalu with HR during interview,sad
"Me after getting Job in Software Industry, with Enjoyment",neutral
Mee giving lecture to my chedipoyina frnd ,angry
just ninnu thitnana anthena ,neutral
my friend after realizing what he did after he drunk: arey nenem chesta ra ,neutral
guruji you are great bless me ,happy
Me: Mummy idhigo naa progress report,neutral
Childhood me waiting to show my progress card to mom,neutral
My brother: Ori durmarguda ippudu naa marks chusthe sampestharu nannu intlo,neutral
"Me: Yes, mummy eesari top chesa cls lo",neutral
his reaction:,happy
when i ask my friend to return the money i gave,happy
Me: Evaru nuvvu intha excitement feel avuthunav new joinee aah?,happy
She: avnu andhuke ,happy
"Hero: Velthanu Sir, Untaanu Sir",happy
Hero: Naaku class ki time ayyindhi Sir,happy
When my friend opened Slips after 30 minutes of exam starts,surprised
"Then Squad came. 
His Reaction",surprised
me ordering my brother to write my records:,angry
Evening kalla rasi ichey chocolate konista neeku,angry
Dairymilk silk ,angry
Me: Nuvvu techedaka ila pattukuni kurchonaaa?,angry
Me with my wife: Cup techav saucer edhi? ,angry
wife: Ayyoo marchipoya andi,angry
me with my frnd after fight: Neeku undhiraaaa!,angry
My frnd: Rey mowaa phn fast gaa iyyara,confused
Me in school hostel: Hello mummy eppudu osthav,confused
frnd2: rey mowaa nenu matladali please reaaaa,confused
Me: Undara pleaseeee,confused
Me: undanraa nayana maa amma ni rammani adukuntunna eeda undalenu nenu,confused
nice name ,happy
mi perenti ,happy
arjun reddy antaru andaru,happy
andaru edo oka gift istunnaru ,surprised
ivi tesukelli ekkada nunchi teesado akkada pettey,surprised
rendu techhav yera,surprised
ante peddadhi ledani rendu chinnavi techha,surprised
"happy bithday, chi chi happy new year mavayya",surprised
edo okati icchedam ehe manay kadu ga,surprised
manam ivvaka pothe feel avuthadu malli,surprised
Airtel users when they are calling to anyone: Scam Warning calls,disgust
spammer gadu call chesedu ani ma bammaki phone echina,surprised
bamma: vadiki chukallu chupisthundi..,surprised
"In the middle of movie: Rey Door open cheyyandra, nenu paari potha",fearful
My friend went to see Double Ismart movie in Theatre,fearful
me every time i see my girl in saree,happy
Me explaining juniors how to keep slips in exam,heroism
"Evadiki telusu ra, Nee dhagara watch undhi gaa Choosuko",heroism
"Maths Sir: Era paddhu, intha late gaa vacchav, Time entha..?",heroism
My friend dance on College fest on Stage,heroism
"when i visit my friends house after 20 years:
ikkada mahesh ?",surprised
"veedu inka maraleda, donganakoduku",surprised
ma nanna gare cheppandi,surprised
monnane pakkinti auty tho lechipoyadu,surprised
"nenu athani class mate ni, ekkadda unnadu?",surprised
When I didn't listen my Mother's words,neutral
My Mother: Naa maata vinanatha Peddodhivi ayipoyvaa. Vellipo inti nunchi,neutral
My Friend before exam Night,neutral
bless me dady,neutral
ammoru daya,neutral
Me after seeing couples in the college canteen ,confused
chemadalu teestha inko sari itu vacchav ante ,heroism
"era gelvadam ante, oorike anukunnava ",heroism
Me: Kani ammayi atu undhiii,fearful
Sir: Rey cls ituuuu,fearful
Pakka cls ammayi: Sir duster isthara,fearful
Me: Abbaa bale undhi,fearful
girlfriend: biryani kooda kavali,neutral
girlfriend: ice cream kavali naaku,neutral
me: Mrng nunchi thintane unnav malli ippudu koodana!!,neutral
me: ekkadiki intha nighttime,neutral
my girlfriend to me: padha bayataki veldham,neutral
Me discussing with my frnd about the girls ,heroism
My frnd: Thuu maarav raa mowa nuvvu,heroism
nenu unna ne pedda yerroni,neutral
"Me requesting god: Devudaa!!, 2025 lo aina naaku job Vacchela Choodu",sad
My friend: Asalu ne valle match poyindhi repati nunchi raaku nuvvu,angry
Me after match: Orey ivela ninnu runout cheyakunda undalsindhiraaa,angry
My friend: Bat tho kodatha ninnu,angry
when some one force me to eat card,angry
Abbaaa naa gundee teesesko inkendhuku ,happy
Mee after seeing my crush secretly ,happy
Me after seeing my sisters dance performance: Chimpesav akkaaaa!,disgust
that one thita friend: girls hostel lo ki entry ledu ani ladies getup lo lopaliki velthunadu,neutral
Me: Repu ellundu leave kavali mam,surprised
Me with teacher: Mam sudden ga chusi heroine anukunna,surprised
Me: Acham Trisha laa unnaru,surprised
Mam: Em kavalo cheppu,surprised
"Me: Loan Teesukuntaa kaani, okka roopay kooda tirigi kattanu, okay nate naaku oka 1 cr ivvandi",neutral
"Customer Care: Sir, we are calling from ICICI bank, meeku amina loan kaavala",neutral
Me in pub after drinking when i see a cute girl,heroism
chapri after drink string be like: nene topu......,angry
Me: Amma kottindhii nenu intlo undanu inkaaa,disgust
Dad: Eraa ekkadiki velthunav,disgust
Oka Doubt vacchindhi Sir,neutral
Entra ippudu Vacchav,neutral
"When a student goes to maths Sir house for Doubt,
Then Maths Sir",neutral
Roju chadiivi top chese nuvvu ekkada,angry
Both are not same,angry
Me with my topper frnd: Em chadavakunda pass ayee memu ekkada,angry
my friend: nuv agara nenu chepthuna kada,neutral
me: vallu adigindi adi kadu,neutral
my friend telling nonsense during presentation when someone ask a doubt,neutral
"Me to my mind: Ee roju nunchi choodu, Social Media pakkana Petti Career meedha Focus Chestha",neutral
Me: Scrolling Instagram,neutral
appude bagunde dhi,sad
"chi diniyamma, em bathuku ayyindhi ra nadhi ",sad
Me in childhood with a stick in my hand: Identoo telusa?,heroism
Naa ayudham i am a super hero,heroism
evadra na peru chepndhi,angry
nene,angry
when my friend made me join in rod institute,confused
Me: Paapa time entha?,disgust
My frnd: Thuu edhava ninnu encourage chesi bokkaaaa,disgust
My frnd forcing me to talk with my crush: Rey matladu matladu,disgust
Me in clg fight: Evadu osthado rammanu esesthaaa ,angry
Naaku mamidikay ivvakapothe nee anthu telusthaaa,angry
Me in childhood during summer: Osey mamidi chettuuu,angry
friend: rey neeku asalu bayam leda ra,heroism
someone: evdra vadu,heroism
me who coming out of principle room after arguing,heroism
my friend after drinking 1 peg be like:,wonder
"ra ra, nuv ra ra chuskundam, ippudu ra ra ",wonder
ela vadutunnav ra ,surprised
asalu em kanipistha ledu,surprised
me when i take my friends phone: arey entra idi,surprised
addanga na friend ki dorikinappudu: vediki dorikanu enti ,disgust
Me: Naa talent ento teliyadhuraa meeku,neutral
Me to my assistant While watching movie: Aaah movie lo nenu act cheyalsindhira acting champesevadini,neutral
My assistant: Jokes veyakandi sir,neutral
my friend after i pass and he fails in the exam be like: ,neutral
"eedenti ila unnadu, rey poyindha aa pilla ",neutral
nidhi nora inkemaina na ,neutral
bill after drinking in posh pub: rey entra edi jntu question paper la undhi,surprised
Frnd 2: Baa ayindhi edhavakiii ,sad
Frnd 1: Manam kooda seniors avutham urko mowaa ,sad
My frnd: Urko mowaaaaa,sad
Me: Eheee elluu nuvvvuuu,sad
Me: Aaah seniors nannu chithakottaru mowaaa ,sad
"Rey, Odeyvallu andharu ilaagey chepthaaru raa",heroism
"Avunu raa, Ivala nenu odipoyaanu, Kaani edho roju nuvvu odipothaav",heroism
My frnd after drinking when we say neeku dance radhuraa ,sad
Me after told my love story to My friend,wonder
"Nee love story baagundhi raa, Ilaagey ammailanu Love cheyyali",wonder
me to that one toxic relative,angry
"Chandaalu kadhu sir, memu mee old students",angry
"When Old Students meet their teachers: Hey, Evarayya meeru. Chandalaki tarwatha randi",angry
Teachers: Old Students haa,angry
Me on saturday ,sad
Me on sunday night,sad
Me on sunday mrng ,sad
My friend to lecturer: Sir meeru anii thappe chepthunaru meekem radhu sir,angry
Me: Baane cover cheyadaniki try chesthunaduga buddodu,angry
Lecturer: Meelo evarnnna identify chestharo ledhoo ani kavalane thappu cheppa ,angry
teamlead taking all the lead (who did all most nothing),confused
team members reaction be like: ,confused
when ceo ask abt project,confused
Old Hero's Entry scenes in Tollywood,heroism
"Me going to the Relatives function, after getting a High package job",heroism
Principle: Nenu ela nammedhiiii,wonder
Me: Sie nenu nijmagane copy kottaledhu sarrr,wonder
Invigilator: Nammakandi sir vaadini,wonder
Me telling about my friend:,wonder
"AAdo pedha Katraj raa, a abbayini vadaldhu",wonder
friend: xyz company thamudu (startup company),happy
eedu na friend uu pedha vedhava kani job undi,happy
me: avuna andi aa company,happy
me: great andi babu meeru..,happy
job kosam hr deggara natinche kastalu be like:,neutral
babai aa ammayi emundhi,surprised
em undhi ra aa ammayi lo,surprised
ninnu nuvvu chepputho kottukovadam lantidhi,disgust
arey vadi tho unte entha daridamante,disgust
rey bandoda ,confused
vastunna agu,confused
endhuku ra niku antha kullu,confused
"mawa kotha phone ra, selfie digudham",wonder
Her dad: Raa alludu intiki velli matladukundhammm,neutral
Me: Naaku government job undhi unclee!,neutral
My girlfriend dad: Nuuvv entha adigina mee pelliki memu oppukomuu,neutral
when others ask room pedda to do some work,surprised
chesindhi motham marchipyara,surprised
entra nenu ippudu pan cheyalna,surprised
"haa, cheyal sinde",surprised
"preeti vadini enduku pilustunnav, come inside ",angry
arjun aagu arjun chepindi vinu arjun ,angry
mundu dinni kottali,angry
Me when my US friends call me,surprised
Mom: Entandi vadini thinetappudu thidatharu papam thinakunda vellipothunadu,angry
Dad: Parledhu intlo konchem food ayina migilidhi lekapothe motham vaade thinesthunadu,angry
when friend gets good marks than us ,sad
nammakudadhu ra donganayal ni ,sad
When I am going to meet a Beautiful girl,fearful
Ee pushpa gaadu cheppina maata cheyyaka pothey ,surprised
"Aadi paanam poinattey anna, Gurthu pettukoo..",surprised
basti me saval ,neutral
collge mottam tirugutha ,neutral
"nuv goal kodte, nenu battal ippi ",neutral
niku dammunte goal kotra ,neutral
ni pellam lechipoyidhi bush,fearful
om bhim bush ,fearful
Mee intiki ochii kodatha,neutral
Me giving warning to my friend after calling me bot:,neutral
Repati nunchi nannu bot annavo,neutral
edi inko sari anu ,surprised
aa nenu annanu nuv kodtav,surprised
"Me Meeting My School Friend after 10 years, and He is Trying to Introduce him Self",wonder
Me: Evaru Sir meeru,wonder
"Doctor to Nurse: After Hospital timings, come to cabin",happy
when you know your crush have feelings on you too,happy
Entidhi edhedho undhi!,confused
My female friend opening book before night of exam ,confused
Me in the office after working continuously ,disgust
sare idigo teesuko,surprised
entha sepu chustavae alaga ,surprised
Me: meerante naaku istma,heroism
Me: Meeru em anukonu ante okati cheptha ,heroism
My crush: Naaku telusu adhi,heroism
Me in dream: Meeru bale andhamga untaru,heroism
My crush: Cheppu cheppu,heroism
Her: Naaku kooda (with sigguuu),heroism
Meanwhile gaaliloki vellipoyina me in dreams ,heroism
My friend: Once i step in history repeats!,angry
Me with my frnd: Dammunte room adadham raara,angry
Me: Ayithe room ki rara,angry
Me: Evadu chesthadoo chusukkundham nuv raa,angry
My friend: osthunna undara game delete chesthav,angry
My friend: 0 lo petti kottestha ninnu,angry
Me in traffic: Ndhuku oo horn kodatharu sense ledha meeku,disgust
Random guy: Enti bhayya naa istam neekenti,disgust
Career: Era nannu pattinchukovaa,angry
When I Open Instagram in My Phone,angry
my reaction be like pora pumka,disgust
that vegetarian friend telling me nethulu to not eat non-veg,disgust
Me while talking with my mardhal in phone call,happy
Different getups of my friends on College  fest ,heroism
Me after seeing drinking coffee in starbucks ,surprised
"My Friend Moods, in different times",angry
Neeku asalu siggu undha?,disgust
My sister with me: Eraa waste fellow,disgust
Me: Alantivi em lev akka naaku,disgust
my muslim after katna cermony: era kosesara,sad
ledu  ra inkosari koyalanta,sad
HR: Isthe em chesthaventiii,sad
Oke okkatiii,sad
Me: Company ni ekkadiko teeskellipothaaa,sad
Me: Oka oka job ivvandi sir nenentoo chupisthaa,sad
Me: Maa vaadu apadu kabatti brathikipoyav lekapothenaaaa!,angry
JL: Em radhu kani hadavidi matram chesthav,angry
Me: Neeku ocha neeku ocha,angry
Hero: Nee station lo Constable ni anukunnava,heroism
Police: Nuvvu Twaralo Encounter lo pothaav,heroism
"When Student corrects the Maths Teacher Sum, His reaction: ",neutral
em ledu bro ma chelli snacks motham thinesa ani ma amma degariki velli chepthundi,sad
Dad: with leather belt,fearful
me: promise ga nanna aa videos anto naku telidu,fearful
Dad after finding my saved videos,fearful
sir na gurinchi cheppandi sir,wonder
nanu antha pogada kandi ma vaalla mundhu,wonder
kamaksi rayara ante comma petti kshi ani rasadu,wonder
"asalu em cheppal ra, aa mokka chettu aindhi kani nuvvu matram good bye cheppatledu college ki",wonder
nannu emaiana annavante school mottam cheppestha,wonder
me after finding that affair of that teacher: nee vishayam naku telisindhi le ,wonder
"Meeru baagunnara ante, Meeru naa baabai. Devudicchina Babai",wonder
"Maa Amma Nanna kooda Baagu padara annaru kaaani, Baagunnava ani analedhu",wonder
when my friend come back from Goa with bottles,neutral
When Squad is coming to check:,fearful
My friend whistles,fearful
Box tekunda manchi pani chessanu,wonder
"My friend: Ivala office lo party anta, ",wonder
"Maths Sir: Rey, Time enthaa",heroism
"Student: Evadiki telusoi, neeku watch undhi gaa, Choosukoo",heroism
asalu barinchaleka pothunna,disgust
chi vidi overcation tagaleyya,disgust
Me eating food in relatives houseeee!,happy
pilla vallaintiki poyi doriki poyina my friend ,heroism
ma veedhi lo unna pillalu na gurinchi elevation esthunaru na pakinti ammai ki,heroism
ala chesthe prathi okariki kinder joy epistha ani chepina,heroism
My dad: Orey maa abbaye vaadu neeku alludu avuthadu,neutral
Me: Mahesh uncle,neutral
Unlce: Mahesh babu la manchi smart ga unnave,neutral
Uncle in Function: Nee peru enti babu?,neutral
My Friends: Chacchipothaada veedu!!,surprised
ey ey teeyaku bombulu unnayanta lopala,surprised
agu bava teestanu,surprised
After seeing my class girl face with out make up,confused
"Me: Neeku pelli ayyindha raa,",angry
Girl: Ledhu neeku,angry
"Me: Rendu saarlu ayyindhi, neelaaga extralu maatladithey, kosi padesaanu",angry
sister: daddy thammudu call chesadu conference lo unnadu,neutral
Dad: Entanta edhava?,neutral
Dad: Konchem anna siggu undha vaadiki,neutral
Sister: Trip ki velthadu anta money kavalanta ,neutral
ye ra yama niyabba ,wonder
nuuvvu kanaka naku dorakali vongabetti tantha,wonder
asal nenu niku em paapam chesara niku asalu,wonder
"Tinnama, Padukunnama, Tellarindhaa",wonder
Frnd: Ndhuku ee pathithu buildup lu,neutral
Me: Chi chi pandaga ani minimum basic sense kooda ledhuraa neeku,neutral
Abba emanna undha ,neutral
My friend on festival day: eraa mowa beer esthava?,neutral
"Mahesh Babu's reaction after doing 100 children heart operations, and look thier smile",happy
"On Saturday: Ivala Nenu Non-Veg tinanu, naaku Veg curry chaalu",neutral
wife: Ayyoo nenu mee deggara ndhuku acting chestha andi,angry
